survey,country,year,Other_Surveys,Completion_DHS_MICS,Completion_DHS_MICS_Note,OutOfSchool_DHS_MICS,DHS_MICS_Note
MICS,Tajikistan,2005,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.",UIS does not report number of observations
MICS,Tajikistan,2006,,GEM Report calculations for all categories.,"UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,TFYR Macedonia,2005,,GEM Report calculations for all categories.,"UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,TFYR Macedonia,2011,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.",UIS does not report number of observations
MICS,Thailand,2005,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Thailand,2012,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations.",UIS does not report number of observations
MICS,Thailand,2015,,GEM Report calculations for all categories.,"UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Thailand,2019,,GEM Report calculations for all categories.,"UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Togo,2000,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Togo,2006,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.",UIS does not report number of observations
MICS,Togo,2010,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.",UIS does not report number of observations
MICS,Togo,2017,,GEM Report calculations for all categories.,"UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Tonga,2019,,GEM Report calculations for all categories.,"UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Trinidad/Tobago,2000,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Trinidad/Tobago,2006,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Trinidad/Tobago,2011,,GEM Report calculations for all categories.,"UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Tunisia,2012,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.",UIS does not report number of observations
MICS,Tunisia,2018,,GEM Report calculations for all categories.,"UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Turkmenistan,2006,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Turkmenistan,2015,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.",UIS does not report number of observations
MICS,Turkmenistan,2019,,GEM Report calculations for all categories.,"UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Ukraine,2005,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Ukraine,2012,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.",UIS does not report number of observations
MICS,Uruguay,2013,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.",UIS does not report number of observations
MICS,Uzbekistan,2000,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Uzbekistan,2006,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.",UIS does not report number of observations
MICS,Vanuatu,2007,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.",UIS does not report number of observations
MICS,"Venezuela, B. R.",2000,,GEM Report calculations for all categories.,"UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Viet Nam,2000,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Viet Nam,2006,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Viet Nam,2010,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.",UIS does not report number of observations
MICS,Viet Nam,2014,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.",UIS does not report number of observations
MICS,Yemen,2006,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.",UIS does not report number of observations
MICS,Zambia,1999,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Zimbabwe,2019,,GEM Report calculations for all categories.,"UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Zimbabwe ,2009,,GEM Report calculations for all categories.,"UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Zimbabwe ,2014,,GEM Report calculations for all categories.,"UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
NHIES,Namibia,2015,GEM Report calculations for all categories,,,,
PASEC,Benin,2005,GEM Report calculations for all categories,,,,
PASEC,Burkina Faso,2007,GEM Report calculations for all categories,,,,
PASEC,Burundi,2008,GEM Report calculations for all categories,,,,
PASEC,Cameroon,2005,GEM Report calculations for all categories,,,,
PASEC,Chad,2004,GEM Report calculations for all categories,,,,
PASEC,Comoros,2008,GEM Report calculations for all categories,,,,
PASEC,Congo,2007,GEM Report calculations for all categories,,,,
PASEC,Côte d'Ivoire,2008,GEM Report calculations for all categories,,,,
PASEC,Gabon,2006,GEM Report calculations for all categories,,,,
PASEC,Lebanon,2010,GEM Report calculations for all categories,,,,
PASEC,Madagascar,2005,GEM Report calculations for all categories,,,,
PASEC,Mali,2002,GEM Report calculations for all categories,,,,
PASEC,Mauritania,2004,GEM Report calculations for all categories,,,,
PASEC,Mauritius,2006,GEM Report calculations for all categories,,,,
PASEC,Niger,2002,GEM Report calculations for all categories,,,,
PASEC,Senegal,2007,GEM Report calculations for all categories,,,,
PASEC,Togo,2001,GEM Report calculations for all categories,,,,
PASEC,Togo,2010,GEM Report calculations for all categories,,,,
PIRLS,Argentina,2001,GEM Report calculations for all categories,,,,
PIRLS,Australia,2011,GEM Report calculations for all categories,,,,
PIRLS,Austria,2006,GEM Report calculations for all categories,,,,
PIRLS,Austria,2011,GEM Report calculations for all categories,,,,
PIRLS,Azerbaijan,2011,GEM Report calculations for all categories,,,,
PIRLS,Belize,2001,GEM Report calculations for all categories,,,,
PIRLS,Botswana,2011,GEM Report calculations for all categories,,,,
PIRLS,Bulgaria,2001,GEM Report calculations for all categories,,,,
PIRLS,Bulgaria,2006,GEM Report calculations for all categories,,,,
PIRLS,Bulgaria,2011,GEM Report calculations for all categories,,,,
PIRLS,Canada,2001,GEM Report calculations for all categories,,,,
PIRLS,Canada,2011,GEM Report calculations for all categories,,,,
PIRLS,Colombia,2001,GEM Report calculations for all categories,,,,
PIRLS,Colombia,2011,GEM Report calculations for all categories,,,,
PIRLS,Croatia,2011,GEM Report calculations for all categories,,,,
PIRLS,Cyprus,2001,GEM Report calculations for all categories,,,,
PIRLS,Czechia,2001,GEM Report calculations for all categories,,,,
PIRLS,Czechia,2011,GEM Report calculations for all categories,,,,
PIRLS,Denmark,2006,GEM Report calculations for all categories,,,,
PIRLS,Denmark,2011,GEM Report calculations for all categories,,,,
PIRLS,Finland,2011,GEM Report calculations for all categories,,,,
PIRLS,France,2001,GEM Report calculations for all categories,,,,
PIRLS,France,2006,GEM Report calculations for all categories,,,,
PIRLS,France,2011,GEM Report calculations for all categories,,,,
PIRLS,Georgia,2006,GEM Report calculations for all categories,,,,
PIRLS,Georgia,2011,GEM Report calculations for all categories,,,,
PIRLS,Germany,2001,GEM Report calculations for all categories,,,,
PIRLS,Germany,2006,GEM Report calculations for all categories,,,,
PIRLS,Germany,2011,GEM Report calculations for all categories,,,,
PIRLS,Greece,2001,GEM Report calculations for all categories,,,,
PIRLS,Honduras,2011,GEM Report calculations for all categories,,,,
PIRLS,Hungary,2001,GEM Report calculations for all categories,,,,
PIRLS,Hungary,2006,GEM Report calculations for all categories,,,,
PIRLS,Hungary,2011,GEM Report calculations for all categories,,,,
PIRLS,Iceland,2001,GEM Report calculations for all categories,,,,
PIRLS,Iceland,2006,GEM Report calculations for all categories,,,,
PIRLS,Indonesia,2006,GEM Report calculations for all categories,,,,
PIRLS,Indonesia,2011,GEM Report calculations for all categories,,,,
PIRLS,"Iran, Isl. Rep.",2001,GEM Report calculations for all categories,,,,
PIRLS,"Iran, Isl. Rep.",2006,GEM Report calculations for all categories,,,,
PIRLS,"Iran, Isl. Rep.",2011,GEM Report calculations for all categories,,,,
PIRLS,Ireland,2011,GEM Report calculations for all categories,,,,
PIRLS,Israel,2001,GEM Report calculations for all categories,,,,
PIRLS,Israel,2006,GEM Report calculations for all categories,,,,
PIRLS,Israel,2011,GEM Report calculations for all categories,,,,
PIRLS,Italy,2001,GEM Report calculations for all categories,,,,
PIRLS,Italy,2006,GEM Report calculations for all categories,,,,
PIRLS,Italy,2011,GEM Report calculations for all categories,,,,
PIRLS,Kuwait,2006,GEM Report calculations for all categories,,,,
PIRLS,Kuwait,2011,GEM Report calculations for all categories,,,,
PIRLS,Latvia,2001,GEM Report calculations for all categories,,,,
PIRLS,Latvia,2006,GEM Report calculations for all categories,,,,
PIRLS,Lithuania,2001,GEM Report calculations for all categories,,,,
PIRLS,Lithuania,2006,GEM Report calculations for all categories,,,,
PIRLS,Lithuania,2011,GEM Report calculations for all categories,,,,
PIRLS,Luxembourg,2006,GEM Report calculations for all categories,,,,
PIRLS,Malta,2011,GEM Report calculations for all categories,,,,
PIRLS,Morocco,2006,GEM Report calculations for all categories,,,,
PIRLS,Morocco,2011,GEM Report calculations for all categories,,,,
PIRLS,Netherlands,2001,GEM Report calculations for all categories,,,,
PIRLS,Netherlands,2006,GEM Report calculations for all categories,,,,
PIRLS,Netherlands,2011,GEM Report calculations for all categories,,,,
PIRLS,New Zealand,2001,GEM Report calculations for all categories,,,,
PIRLS,New Zealand,2006,GEM Report calculations for all categories,,,,
PIRLS,New Zealand,2011,GEM Report calculations for all categories,,,,
PIRLS,Norway,2001,GEM Report calculations for all categories,,,,
PIRLS,Norway,2006,GEM Report calculations for all categories,,,,
PIRLS,Norway,2011,GEM Report calculations for all categories,,,,
PIRLS,Oman,2011,GEM Report calculations for all categories,,,,
PIRLS,Poland,2006,GEM Report calculations for all categories,,,,
PIRLS,Poland,2011,GEM Report calculations for all categories,,,,
PIRLS,Portugal,2011,GEM Report calculations for all categories,,,,
PIRLS,Qatar,2006,GEM Report calculations for all categories,,,,
PIRLS,Qatar,2011,GEM Report calculations for all categories,,,,
PIRLS,Rep. Moldova,2001,GEM Report calculations for all categories,,,,
PIRLS,Rep. Moldova,2006,GEM Report calculations for all categories,,,,
PIRLS,Romania,2001,GEM Report calculations for all categories,,,,
PIRLS,Romania,2006,GEM Report calculations for all categories,,,,
PIRLS,Romania,2011,GEM Report calculations for all categories,,,,
PIRLS,Russian Fed.,2001,GEM Report calculations for all categories,,,,
PIRLS,Russian Fed.,2006,GEM Report calculations for all categories,,,,
PIRLS,Russian Fed.,2011,GEM Report calculations for all categories,,,,
PIRLS,Saudi Arabia,2011,GEM Report calculations for all categories,,,,
PIRLS,Singapore,2001,GEM Report calculations for all categories,,,,
PIRLS,Singapore,2006,GEM Report calculations for all categories,,,,
PIRLS,Singapore,2011,GEM Report calculations for all categories,,,,
PIRLS,Slovakia,2001,GEM Report calculations for all categories,,,,
PIRLS,Slovakia,2006,GEM Report calculations for all categories,,,,
PIRLS,Slovakia,2011,GEM Report calculations for all categories,,,,
PIRLS,Slovenia,2001,GEM Report calculations for all categories,,,,
PIRLS,Slovenia,2006,GEM Report calculations for all categories,,,,
PIRLS,Slovenia,2011,GEM Report calculations for all categories,,,,
PIRLS,South Africa,2006,GEM Report calculations for all categories,,,,
PIRLS,South Africa,2011,GEM Report calculations for all categories,,,,
PIRLS,Spain,2006,GEM Report calculations for all categories,,,,
PIRLS,Spain,2011,GEM Report calculations for all categories,,,,
PIRLS,Sweden,2001,GEM Report calculations for all categories,,,,
PIRLS,Sweden,2006,GEM Report calculations for all categories,,,,
PIRLS,Sweden,2011,GEM Report calculations for all categories,,,,
PIRLS,TFYR Macedonia,2001,GEM Report calculations for all categories,,,,
PIRLS,TFYR Macedonia,2006,GEM Report calculations for all categories,,,,
PIRLS,Trinidad/Tobago,2006,GEM Report calculations for all categories,,,,
PIRLS,Trinidad/Tobago,2011,GEM Report calculations for all categories,,,,
PIRLS,Turkey,2001,GEM Report calculations for all categories,,,,
PIRLS,U. A. Emirates,2011,GEM Report calculations for all categories,,,,
PISA,Albania,2000,GEM Report calculations for all categories,,,,
PISA,Albania,2009,GEM Report calculations for all categories,,,,
PISA,Albania,2012,GEM Report calculations for all categories,,,,
PISA,Albania,2015,GEM Report calculations for all categories,,,,
PISA,Algeria,2015,GEM Report calculations for all categories,,,,
PISA,Argentina,2000,GEM Report calculations for all categories,,,,
PISA,Argentina,2006,GEM Report calculations for all categories,,,,
PISA,Argentina,2009,GEM Report calculations for all categories,,,,
PISA,Argentina,2012,GEM Report calculations for all categories,,,,
PISA,Australia,2000,GEM Report calculations for all categories,,,,
PISA,Australia,2003,GEM Report calculations for all categories,,,,
PISA,Australia,2006,GEM Report calculations for all categories,,,,
PISA,Australia,2009,GEM Report calculations for all categories,,,,
PISA,Australia,2012,GEM Report calculations for all categories,,,,
PISA,Australia,2015,GEM Report calculations for all categories,,,,
PISA,Austria,2000,GEM Report calculations for all categories,,,,
PISA,Austria,2003,GEM Report calculations for all categories,,,,
PISA,Austria,2006,GEM Report calculations for all categories,,,,
PISA,Austria,2009,GEM Report calculations for all categories,,,,
PISA,Austria,2012,GEM Report calculations for all categories,,,,
PISA,Austria,2015,GEM Report calculations for all categories,,,,
PISA,Azerbaijan,2006,GEM Report calculations for all categories,,,,
PISA,Azerbaijan,2009,GEM Report calculations for all categories,,,,
PISA,Belgium,2000,GEM Report calculations for all categories,,,,
PISA,Belgium,2003,GEM Report calculations for all categories,,,,
PISA,Belgium,2006,GEM Report calculations for all categories,,,,
PISA,Belgium,2009,GEM Report calculations for all categories,,,,
PISA,Belgium,2012,GEM Report calculations for all categories,,,,
PISA,Belgium,2015,GEM Report calculations for all categories,,,,
PISA,Brazil,2000,GEM Report calculations for all categories,,,,
PISA,Brazil,2003,GEM Report calculations for all categories,,,,
PISA,Brazil,2006,GEM Report calculations for all categories,,,,
PISA,Brazil,2009,GEM Report calculations for all categories,,,,
PISA,Brazil,2012,GEM Report calculations for all categories,,,,
PISA,Brazil,2015,GEM Report calculations for all categories,,,,
PISA,Bulgaria,2000,GEM Report calculations for all categories,,,,
PISA,Bulgaria,2006,GEM Report calculations for all categories,,,,
PISA,Bulgaria,2009,GEM Report calculations for all categories,,,,
PISA,Bulgaria,2012,GEM Report calculations for all categories,,,,
PISA,Bulgaria,2015,GEM Report calculations for all categories,,,,
PISA,Canada,2000,GEM Report calculations for all categories,,,,
PISA,Canada,2003,GEM Report calculations for all categories,,,,
PISA,Canada,2006,GEM Report calculations for all categories,,,,
PISA,Canada,2009,GEM Report calculations for all categories,,,,
PISA,Canada,2012,GEM Report calculations for all categories,,,,
PISA,Canada,2015,GEM Report calculations for all categories,,,,
PISA,Chile,2000,GEM Report calculations for all categories,,,,
PISA,Chile,2006,GEM Report calculations for all categories,,,,
PISA,Chile,2009,GEM Report calculations for all categories,,,,
PISA,Chile,2012,GEM Report calculations for all categories,,,,
PISA,Chile,2015,GEM Report calculations for all categories,,,,
PISA,China,2009,GEM Report calculations for all categories,,,,
PISA,Colombia,2006,GEM Report calculations for all categories,,,,
PISA,Colombia,2009,GEM Report calculations for all categories,,,,
PISA,Colombia,2012,GEM Report calculations for all categories,,,,
PISA,Colombia,2015,GEM Report calculations for all categories,,,,
PISA,Costa Rica,2009,GEM Report calculations for all categories,,,,
PISA,Costa Rica,2012,GEM Report calculations for all categories,,,,
PISA,Costa Rica,2015,GEM Report calculations for all categories,,,,
PISA,Croatia,2006,GEM Report calculations for all categories,,,,
PISA,Croatia,2009,GEM Report calculations for all categories,,,,
PISA,Czechia,2000,GEM Report calculations for all categories,,,,
PISA,Czechia,2003,GEM Report calculations for all categories,,,,
PISA,Czechia,2006,GEM Report calculations for all categories,,,,
PISA,Czechia,2009,GEM Report calculations for all categories,,,,
PISA,Czechia,2012,GEM Report calculations for all categories,,,,
PISA,Czechia,2015,GEM Report calculations for all categories,,,,
PISA,Denmark,2000,GEM Report calculations for all categories,,,,
PISA,Denmark,2003,GEM Report calculations for all categories,,,,
PISA,Denmark,2006,GEM Report calculations for all categories,,,,
PISA,Denmark,2009,GEM Report calculations for all categories,,,,
PISA,Denmark,2012,GEM Report calculations for all categories,,,,
PISA,Denmark,2015,GEM Report calculations for all categories,,,,
PISA,Dominican Rep.,2015,GEM Report calculations for all categories,,,,
PISA,Estonia,2006,GEM Report calculations for all categories,,,,
PISA,Estonia,2009,GEM Report calculations for all categories,,,,
PISA,Estonia,2012,GEM Report calculations for all categories,,,,
PISA,Estonia,2015,GEM Report calculations for all categories,,,,
PISA,Finland,2000,GEM Report calculations for all categories,,,,
PISA,Finland,2003,GEM Report calculations for all categories,,,,
PISA,Finland,2006,GEM Report calculations for all categories,,,,
PISA,Finland,2009,GEM Report calculations for all categories,,,,
